UID,Treatment,ndvi_Kharif_target,dist_closest_lin,dist_closest_river,dist_closest_upstream_forest,elevation,slope,proximity_water,HSG_3,HSG_4,HSG_13,HSG_14,CEC,pH,OC,flow_accumulation,precip_targetyr_Kharif,frequency,lat,lon,geometry,check_dam,distance_to_canal,mean_stream_order
19896.0,0.0,0.2632047541892049,6404.87748754753,2783.702661812418,114.66770693580654,199.57517580087057,3.482827560984671,39.10850439882699,1.0,0.0,0.0,0.0,6.0,6.300000190734863,0.5299999713897705,1.0,740.164398082453,0.0,24.379153916898662,84.83918613622212,POINT (84.83918613622212 24.379153916898662),0.0,0.0010853428092562592,1.4590180878552979
252.0,1.0,0.2129139359863487,86.82344292700687,3619.716250565955,77.7772239786444,344.1122730406802,2.12096268305064,59.00293255131965,0.0,0.0,1.0,0.0,6.0,6.300000190734863,0.5299999713897705,3.0,834.7024078617573,0.0,20.713706055035267,80.76702851590717,POINT (80.76702851590717 20.713706055035267),0.0,0.08111075592501574,3.0
19826.0,0.0,0.285700147014546,6768.431491651351,525.9091820820626,201.7885841429829,189.6824422368568,2.567156127220631,28.46920821114369,0.0,0.0,1.0,0.0,6.0,6.300000190734863,0.5299999713897705,1.0,557.6515270906718,0.0,24.36945211183017,84.81385364520995,POINT (84.81385364520995 24.36945211183017),0.0,0.023156465019261427,6.0
18941.0,0.0,0.2426785157005165,6106.417997385133,846.6155660764541,0.0,182.4700435122169,2.5348254182462937,20.7800586510264,0.0,0.0,1.0,0.0,6.0,6.300000190734863,0.5299999713897705,1.0,453.8514503492332,0.0,24.40286944039942,84.80361285097099,POINT (84.80361285097099 24.40286944039942),0.0,0.004325622698518992,3.952252997106242
21162.0,0.0,0.2458767764772085,896.8709431732617,2666.542744503057,680.1288692432312,267.6371048810454,1.1873286459002026,18.8533724340176,1.0,0.0,0.0,0.0,6.0,6.300000190734863,0.5299999713897705,2.0,740.164398082453,0.0,24.29938351966885,84.62924985432339,POINT (84.62924985432339 24.29938351966885),0.0,0.18188040550537335,3.345437616387337
20860.0,0.0,0.2573142623626467,1800.1237526123691,1034.6764160115415,843.549271406843,236.3617282572289,2.545018769879686,3.824046920821115,1.0,0.0,0.0,0.0,14.0,6.599999904632568,0.9800000190734864,5.0,762.7929134277065,0.0,24.3290279240448,84.5909816232199,POINT (84.5909816232199 24.3290279240448),0.0,0.2061474084439407,1.4414106939704212
2938.0,1.0,0.2684457761876279,1706.15057799709,778.0635312442323,57.30324240892632,658.7272523028529,3.9982272015478166,0.0,1.0,0.0,0.0,0.0,6.0,6.300000190734863,0.5299999713897705,2.0,574.9835017008521,0.0,23.60912522386717,84.4380414264702,POINT (84.4380414264702 23.60912522386717),0.0,0.21951480355970238,2.0
18742.0,0.0,0.2352423667907714,4125.268833199479,443.3408902366373,575.24497875557,193.18297445051883,2.4050457414992352,7.906158357771262,0.0,0.0,1.0,0.0,6.0,6.300000190734863,0.5299999713897705,1.0,463.1086165180375,0.0,24.409876299615554,84.7720819844984,POINT (84.7720819844984 24.409876299615554),0.0,0.013102005648915442,1.061382659915263
18626.0,0.0,0.2387504483639586,4913.264601483362,7.585644098286173,98.05673475075778,193.18272128585767,2.8267403074654225,63.88856304985338,0.0,0.0,1.0,0.0,6.0,6.300000190734863,0.5299999713897705,1.0,740.164398082453,0.0,24.339538212868995,84.79822295926627,POINT (84.79822295926627 24.339538212868995),0.0,0.04612161918062791,6.0
2247.0,1.0,0.1830449282521206,1437.3071012940052,964.224463657686,30.246778836842825,554.1883453561767,2.7941108763191047,8.237536656891496,1.0,0.0,0.0,0.0,6.0,6.300000190734863,0.5299999713897705,31.0,707.9318365409747,0.0,23.2030304318288,82.7097964174788,POINT (82.7097964174788 23.2030304318288),0.37728816940728493,0.07420822662027744,1.0
1394.0,1.0,0.1510112842082018,5190.2173477320985,456.66442867499535,88.1244928872959,545.0118203309693,3.01697430417544,21.09970674486804,1.0,0.0,0.0,0.0,6.0,6.300000190734863,0.5299999713897705,1.0,554.041363357558,0.0,23.38608990737592,82.96488375234222,POINT (82.96488375234222 23.38608990737592),0.0,0.2648484561588949,2.0629428928720306
3996.0,1.0,0.1683934051836626,12386.85290986456,1672.3600542949732,127.12169307582349,444.5016759776537,1.9602634471421807,5.788856304985338,1.0,0.0,0.0,0.0,6.0,6.300000190734863,0.5299999713897705,3.0,709.6647085381179,4.0,24.228842170072973,85.03808927792925,POINT (85.03808927792925 24.228842170072973),0.0,0.10468540112753943,1.0
21249.0,0.0,0.3006489017155168,28.5775376682402,401.4949767941334,0.0,277.24598034836976,3.8456216164668686,1.6480938416422288,0.0,1.0,0.0,0.0,6.0,6.300000190734863,0.5299999713897705,1.0,447.3571089944874,0.0,24.29156817669701,84.60203090121456,POINT (84.60203090121456 24.29156817669701),0.0,0.20961440463767386,1.0
3121.0,1.0,0.2463786386634548,0.0,419.6205290025829,38.33016167387391,293.1615933008941,2.433280664668225,2.67741935483871,0.0,0.0,0.0,1.0,8.0,4.900000095367432,0.9900000095367432,110.0,602.987061231972,0.0,22.69186138256703,85.0300004686183,POINT (85.0300004686183 22.69186138256703),0.0,0.21998734672324083,1.3593422706325935
21256.0,0.0,0.3024428907633344,1260.3086474998458,1393.0980622143356,250.03816868664447,277.96058948308587,2.8585685366057407,12.240469208211143,1.0,0.0,0.0,0.0,6.0,6.300000190734863,0.5299999713897705,11.0,453.8514503492332,0.0,24.296149584646024,84.61631411423207,POINT (84.61631411423207 24.296149584646024),0.0,0.1948172047997503,1.0
18595.0,0.0,0.2617295372949202,4691.142630043883,1608.502890513483,90.3448213073696,209.55436481357447,3.170654847629105,2.0175953079178885,1.0,0.0,0.0,0.0,6.0,6.300000190734863,0.5299999713897705,1.0,557.6515270906718,0.0,24.36460120929593,84.78232277873735,POINT (84.78232277873735 24.36460120929593),0.0,0.022723534167597998,1.0
19202.0,0.0,0.2071738956033671,6356.2163804315005,2085.4853737872186,162.98034228811483,189.66105098739257,3.4556705017221776,7.692082111436949,1.0,0.0,0.0,0.0,6.0,6.300000190734863,0.5299999713897705,1.0,453.8514503492332,0.0,24.41284074005315,84.8329877607617,POINT (84.8329877607617 24.41284074005315),0.0,0.0007408844702982904,1.0
19645.0,0.0,0.2527243753985497,5425.476061960035,210.62576317510505,172.47913922210094,189.3488112512557,2.365899139156378,99.20234604105572,0.0,0.0,1.0,0.0,6.0,6.300000190734863,0.5299999713897705,7.0,557.6515270906718,0.0,24.354629909642203,84.7976839700958,POINT (84.7976839700958 24.354629909642203),0.0,0.031031336894686883,6.0
21322.0,0.0,0.389473655957798,526.9373387646533,784.9867701599785,0.0,271.0528314531441,3.353939493701376,3.982404692082112,1.0,0.0,0.0,0.0,6.0,6.300000190734863,0.5299999713897705,4.0,716.7588718544091,0.0,24.294802111719843,84.60661230916358,POINT (84.60661230916358 24.294802111719843),0.0,0.20406756794767691,1.0
1922.0,1.0,0.1423692638495756,1259.731897513626,233.8590347958942,30.273031751313173,478.9593495934959,1.8116832595274808,1.240469208211144,1.0,0.0,0.0,0.0,6.0,6.300000190734863,0.5299999713897705,2.0,725.3865303800055,0.0,22.964379343448385,82.7641617775224,POINT (82.7641617775224 22.964379343448385),0.0,0.2291942687311515,1.0
